conjunto,regressor,campanha_retirada,tipo,condicao,alfa_real,n_teste,alfa_previsto_medio,mae_espiras,vies_espiras,fora_dominio_fracao
indicadores|pca_ridge,pca_ridge,A,extrapolacao,Healthy,0.0,22,0.194938131676827,116.9628790060962,116.9628790060962,0.8181818181818182
indicadores|pca_ridge,pca_ridge,B,interpolacao,SC80,0.13333333333333333,26,0.0,80.0,-80.0,1.0
indicadores|pca_ridge,pca_ridge,B,interpolacao,SC160,0.26666666666666666,31,0.20242733954723616,38.5435962716583,-38.5435962716583,0.967741935483871
indicadores|pca_ridge,pca_ridge,C,interpolacao,SC240,0.4,26,0.5173057930485846,70.38347582915083,70.38347582915083,1.0
indicadores|pca_ridge,pca_ridge,C,interpolacao,SC320,0.5333333333333333,26,0.5843192517147849,30.591551028870928,30.591551028870928,1.0
indicadores|pca_ridge,pca_ridge,D,extrapolacao,SC400,0.6666666666666666,25,0.0,400.00000000000006,-400.00000000000006,1.0
indicadores|pca_ridge,pca_ridge,D,extrapolacao,SC480,0.8,27,0.0,480.0000000000001,-480.0000000000001,1.0
indicadores|pca_ridge,pca_ridge,D,extrapolacao,SC560,0.9333333333333333,32,0.0,560.0,-560.0,1.0
indicadores|pca_ridge,pca_ridge,D,extrapolacao,SC600,1.0,40,0.0,600.0,-600.0,1.0
indicadores|kernel_ridge,kernel_ridge,A,extrapolacao,Healthy,0.0,22,0.14538033134479333,87.228198806876,87.228198806876,0.8181818181818182
indicadores|kernel_ridge,kernel_ridge,B,interpolacao,SC80,0.13333333333333333,26,0.0013324507210277622,79.20052956738333,-79.20052956738333,1.0
indicadores|kernel_ridge,kernel_ridge,B,interpolacao,SC160,0.26666666666666666,31,0.20744335217570478,35.533988694577154,-35.533988694577154,0.967741935483871
indicadores|kernel_ridge,kernel_ridge,C,interpolacao,SC240,0.4,26,0.32152138854302087,47.08716687418752,-47.08716687418752,1.0
indicadores|kernel_ridge,kernel_ridge,C,interpolacao,SC320,0.5333333333333333,26,0.46308644585014036,42.1481324899158,-42.1481324899158,1.0
indicadores|kernel_ridge,kernel_ridge,D,extrapolacao,SC400,0.6666666666666666,25,0.0,400.00000000000006,-400.00000000000006,1.0
indicadores|kernel_ridge,kernel_ridge,D,extrapolacao,SC480,0.8,27,0.0,480.0000000000001,-480.0000000000001,1.0
indicadores|kernel_ridge,kernel_ridge,D,extrapolacao,SC560,0.9333333333333333,32,0.0,560.0,-560.0,1.0
indicadores|kernel_ridge,kernel_ridge,D,extrapolacao,SC600,1.0,40,0.0,600.0,-600.0,1.0
